line_idx,text,,,,
1356,"Stand not upon the order of your going,",,,,
1357,But go at once.,,,,
1358,"Good night, and better health",,,,
1359,Attend his Majesty.,,,,
1360,A kind good night to all.,,,,
1361,"It will have blood, they say; blood will have blood.",,,,
1362,"Stones have been known to move, and trees to",,,,
1363,speak.,,,,
1364,Augurs and understood relations have,,,,
1365,By maggot pies and choughs and rooks brought,,,,
1366,forth,,,,
1367,The secret’st man of blood.—What is the night?,,,,
1368,"Almost at odds with morning, which is which.",,,,
1369,How say’st thou that Macduff denies his person,,,,
1370,At our great bidding?,,,,
1371,"Did you send to him, sir?",,,,
1372,I hear it by the way; but I will send.,,,,
1373,There’s not a one of them but in his house,,,,
1374,I keep a servant fee’d. I will tomorrow,,,,
1375,(And betimes I will) to the Weïrd Sisters.,,,,
1376,"More shall they speak, for now I am bent to know",,,,
1377,"By the worst means the worst. For mine own good,",,,,
1378,All causes shall give way. I am in blood,,,,
1379,"Stepped in so far that, should I wade no more,",,,,
1380,Returning were as tedious as go o’er.,,,,
1381,"Strange things I have in head that will to hand,",,,,
1382,Which must be acted ere they may be scanned.,,,,
1383,"You lack the season of all natures, sleep.",,,,
1384,"Come, we’ll to sleep. My strange and self-abuse",,,,
1385,Is the initiate fear that wants hard use.,,,,
1386,We are yet but young in deed.,,,,
1387,"Why, how now, Hecate? You look angerly.",,,,
1388,"Have I not reason, beldams as you are?",,,,
1389,"Saucy and overbold, how did you dare",,,,
1390,To trade and traffic with Macbeth,,,,
1391,"In riddles and affairs of death,",,,,
1392,"And I, the mistress of your charms,",,,,
1393,"The close contriver of all harms,",,,,
1394,Was never called to bear my part,,,,
1395,Or show the glory of our art?,,,,
1396,"And which is worse, all you have done",,,,
1397,"Hath been but for a wayward son,",,,,
1398,"Spiteful and wrathful, who, as others do,",,,,
1399,"Loves for his own ends, not for you.",,,,
1400,"But make amends now. Get you gone,",,,,
1401,And at the pit of Acheron,,,,
1402,Meet me i’ th’ morning. Thither he,,,,
1403,Will come to know his destiny.,,,,
1404,"Your vessels and your spells provide,",,,,
1405,Your charms and everything beside.,,,,
1406,I am for th’ air. This night I’ll spend,,,,
1407,Unto a dismal and a fatal end.,,,,
1408,Great business must be wrought ere noon.,,,,
1409,Upon the corner of the moon,,,,
1410,There hangs a vap’rous drop profound.,,,,
1411,"I’ll catch it ere it come to ground,",,,,
1412,"And that, distilled by magic sleights,",,,,
1413,Shall raise such artificial sprites,,,,
1414,As by the strength of their illusion,,,,
1415,Shall draw him on to his confusion.,,,,
1416,"He shall spurn fate, scorn death, and bear",,,,
1417,"His hopes ’bove wisdom, grace, and fear.",,,,
1418,"And you all know, security",,,,
1419,Is mortals’ chiefest enemy.,,,,
1420,"Hark! I am called. My little spirit, see,",,,,
1421,Sits in a foggy cloud and stays for me.,,,,
1422,"Come, let’s make haste. She’ll soon be back again.",,,,
1423,"My former speeches have but hit your thoughts,",,,,
1424,Which can interpret farther. Only I say,,,,
1425,Things have been strangely borne. The gracious,,,,
1426,Duncan,,,,
1427,"Was pitied of Macbeth; marry, he was dead.",,,,
1428,"And the right valiant Banquo walked too late,",,,,
1429,"Whom you may say, if ’t please you, Fleance killed,",,,,
1430,For Fleance fled. Men must not walk too late.,,,,
1431,Who cannot want the thought how monstrous,,,,
1432,It was for Malcolm and for Donalbain,,,,
1433,"To kill their gracious father? Damnèd fact,",,,,
1434,How it did grieve Macbeth! Did he not straight,,,,
1435,In pious rage the two delinquents tear,,,,
1436,That were the slaves of drink and thralls of sleep?,,,,
1437,"Was not that nobly done? Ay, and wisely, too,",,,,
1438,For ’twould have angered any heart alive,,,,
1439,To hear the men deny ’t. So that I say,,,,
1440,He has borne all things well. And I do think,,,,
1441,That had he Duncan’s sons under his key,,,,
1442,"(As, an ’t please heaven, he shall not) they should",,,,
1443,find,,,,
1444,What ’twere to kill a father. So should Fleance.,,,,
1445,"But peace. For from broad words, and ’cause he",,,,
1446,failed,,,,
1447,"His presence at the tyrant’s feast, I hear",,,,
1448,"Macduff lives in disgrace. Sir, can you tell",,,,
1449,Where he bestows himself?,,,,
1450,The son of Duncan,,,,
1451,(From whom this tyrant holds the due of birth),,,,
1452,Lives in the English court and is received,,,,
1453,Of the most pious Edward with such grace,,,,
1454,That the malevolence of fortune nothing,,,,
1455,Takes from his high respect. Thither Macduff,,,,
1456,Is gone to pray the holy king upon his aid,,,,
1457,To wake Northumberland and warlike Siward,,,,
1458,"That, by the help of these (with Him above",,,,
1459,"To ratify the work), we may again",,,,
1460,"Give to our tables meat, sleep to our nights,",,,,
1461,"Free from our feasts and banquets bloody knives,",,,,
1462,"Do faithful homage, and receive free honors,",,,,
1463,All which we pine for now. And this report,,,,
1464,Hath so exasperate the King that he,,,,
1465,Prepares for some attempt of war.,,,,
1466,Sent he to Macduff?,,,,
1467,"He did, and with an absolute Sir, not I,",,,,
1468,The cloudy messenger turns me his back,,,,
1469,"And hums, as who should say You’ll rue the time",,,,
1470,That clogs me with this answer.,,,,
1471,And that well might,,,,
1472,Advise him to a caution t’ hold what distance,,,,
1473,His wisdom can provide. Some holy angel,,,,
1474,Fly to the court of England and unfold,,,,
1475,"His message ere he come, that a swift blessing",,,,
1476,May soon return to this our suffering country,,,,
1477,Under a hand accursed.,,,,
1478,I’ll send my prayers with him.,,,,
1479,Thrice the brinded cat hath mewed.,,,,
1480,"Thrice, and once the hedge-pig whined.",,,,
1481,"Harpier cries ’Tis time, ’tis time!",,,,
1482,Round about the cauldron go;,,,,
1483,In the poisoned entrails throw.,,,,
1484,"Toad, that under cold stone",,,,
1485,Days and nights has thirty-one,,,,
1486,"Sweltered venom sleeping got,",,,,
1487,Boil thou first i’ th’ charmèd pot.,,,,
1488,"Double, double toil and trouble;",,,,
1489,"Fire burn, and cauldron bubble.",,,,
1490,Fillet of a fenny snake,,,,
1491,In the cauldron boil and bake.,,,,
1492,"Eye of newt and toe of frog,",,,,
1493,"Wool of bat and tongue of dog,",,,,
1494,"Adder’s fork and blindworm’s sting,",,,,
1495,"Lizard’s leg and howlet’s wing,",,,,
1496,"For a charm of powerful trouble,",,,,
1497,Like a hell-broth boil and bubble.,,,,
1498,"Double, double toil and trouble;",,,,
1499,"Fire burn, and cauldron bubble.",,,,
1500,"Scale of dragon, tooth of wolf,",,,,
1501,"Witch’s mummy, maw and gulf",,,,
1502,"Of the ravined salt-sea shark,",,,,
1503,"Root of hemlock digged i’ th’ dark,",,,,
1504,"Liver of blaspheming Jew,",,,,
1505,Gall of goat and slips of yew,,,,
1506,"Slivered in the moon’s eclipse,",,,,
1507,"Nose of Turk and Tartar’s lips,",,,,
1508,Finger of birth-strangled babe,,,,
1509,"Ditch-delivered by a drab,",,,,
1510,Make the gruel thick and slab.,,,,
1511,Add thereto a tiger’s chaudron,,,,
1512,For th’ ingredience of our cauldron.,,,,
1513,"Double, double toil and trouble;",,,,
1514,"Fire burn, and cauldron bubble.",,,,
1515,Cool it with a baboon’s blood.,,,,
1516,Then the charm is firm and good.,,,,
1517,"O, well done! I commend your pains,",,,,
1518,And everyone shall share i’ th’ gains.,,,,
1519,And now about the cauldron sing,,,,
1520,"Like elves and fairies in a ring,",,,,
1521,Enchanting all that you put in.,,,,
1522,"By the pricking of my thumbs,",,,,
1523,Something wicked this way comes.,,,,
1524,"Open, locks,",,,,
1525,Whoever knocks.,,,,
1526,"How now, you secret, black, and midnight hags?",,,,
1527,What is ’t you do?,,,,
1528,A deed without a name.,,,,
1529,I conjure you by that which you profess,,,,
1530,"(Howe’er you come to know it), answer me.",,,,
1531,Though you untie the winds and let them fight,,,,
1532,"Against the churches, though the yeasty waves",,,,
1533,"Confound and swallow navigation up,",,,,
1534,Though bladed corn be lodged and trees blown,,,,
1535,"down,",,,,
1536,"Though castles topple on their warders’ heads,",,,,
1537,Though palaces and pyramids do slope,,,,
1538,"Their heads to their foundations, though the",,,,
1539,treasure,,,,
1540,Of nature’s germens tumble all together,,,,
1541,"Even till destruction sicken, answer me",,,,
1542,To what I ask you.,,,,
1543,Speak.,,,,
1544,Demand.,,,,
1545,We’ll answer.,,,,
1546,Say if th’ hadst rather hear it from our mouths,,,,
1547,Or from our masters’.,,,,
1548,Call ’em. Let me see ’em.,,,,
1549,Pour in sow’s blood that hath eaten,,,,
1550,Her nine farrow; grease that’s sweaten,,,,
1551,From the murderers’ gibbet throw,,,,
1552,Into the flame.,,,,
1553,Come high or low;,,,,
1554,Thyself and office deftly show.,,,,
1555,"Tell me, thou unknown power—",,,,
1556,He knows thy,,,,
1557,thought.,,,,
1558,Hear his speech but say thou naught.,,,,
1559,Macbeth! Macbeth! Macbeth! Beware Macduff!,,,,
1560,Beware the Thane of Fife! Dismiss me. Enough.,,,,
1561,"Whate’er thou art, for thy good caution, thanks.",,,,
1562,Thou hast harped my fear aright. But one word,,,,
1563,more—,,,,
1564,He will not be commanded. Here’s another,,,,
1565,More potent than the first.,,,,
1566,Macbeth! Macbeth! Macbeth!—,,,,
1567,"Had I three ears, I’d hear thee.",,,,
1568,"Be bloody, bold, and resolute. Laugh to scorn",,,,
1569,"The power of man, for none of woman born",,,,
1570,Shall harm Macbeth.,,,,
1571,"Then live, Macduff; what need I fear of thee?",,,,
1572,But yet I’ll make assurance double sure,,,,
1573,"And take a bond of fate. Thou shalt not live,",,,,
1574,"That I may tell pale-hearted fear it lies,",,,,
1575,And sleep in spite of thunder.,,,,
1576,What is this,,,,
1577,That rises like the issue of a king,,,,
1578,And wears upon his baby brow the round,,,,
1579,And top of sovereignty?,,,,
1580,Listen but speak not to ’t.,,,,
1581,"Be lion-mettled, proud, and take no care",,,,
1582,"Who chafes, who frets, or where conspirers are.",,,,
1583,Macbeth shall never vanquished be until,,,,
1584,Great Birnam Wood to high Dunsinane Hill,,,,
1585,Shall come against him.,,,,
1586,That will never be.,,,,
1587,"Who can impress the forest, bid the tree",,,,
1588,"Unfix his earthbound root? Sweet bodements, good!",,,,
1589,"Rebellious dead, rise never till the Wood",,,,
1590,"Of Birnam rise, and our high-placed Macbeth",,,,
1591,"Shall live the lease of nature, pay his breath",,,,
1592,To time and mortal custom. Yet my heart,,,,
1593,"Throbs to know one thing. Tell me, if your art",,,,
1594,Can tell so much: shall Banquo’s issue ever,,,,
1595,Reign in this kingdom?,,,,
1596,Seek to know no more.,,,,
1597,"I will be satisfied. Deny me this,",,,,
1598,And an eternal curse fall on you! Let me know!,,,,
1599,Why sinks that cauldron? And what noise is this?,,,,
1600,Show.,,,,
1601,Show.,,,,
1602,Show.,,,,
1603,Show his eyes and grieve his heart.,,,,
1604,Come like shadows; so depart.,,,,
1605,Thou art too like the spirit of Banquo. Down!,,,,
1606,"Thy crown does sear mine eyeballs. And thy hair,",,,,
1607,"Thou other gold-bound brow, is like the first.",,,,
1608,"A third is like the former.—Filthy hags,",,,,
1609,"Why do you show me this?—A fourth? Start, eyes!",,,,
1610,"What, will the line stretch out to th’ crack of doom?",,,,
1611,Another yet? A seventh? I’ll see no more.,,,,
1612,And yet the eighth appears who bears a glass,,,,
1613,"Which shows me many more, and some I see",,,,
1614,That twofold balls and treble scepters carry.,,,,
1615,"Horrible sight! Now I see ’tis true,",,,,
1616,For the blood-boltered Banquo smiles upon me,,,,
1617,And points at them for his.,,,,
1618,"What, is this so?",,,,
1619,"Ay, sir, all this is so. But why",,,,
1620,Stands Macbeth thus amazedly?,,,,
1621,"Come, sisters, cheer we up his sprites",,,,
1622,And show the best of our delights.,,,,
1623,I’ll charm the air to give a sound,,,,
1624,"While you perform your antic round,",,,,
1625,That this great king may kindly say,,,,
1626,Our duties did his welcome pay.,,,,
1627,Where are they? Gone? Let this pernicious hour,,,,
1628,Stand aye accursèd in the calendar!—,,,,
1629,"Come in, without there.",,,,
1630,What’s your Grace’s will?,,,,
1631,Saw you the Weïrd Sisters?,,,,
1632,"No, my lord.",,,,
1633,Came they not by you?,,,,
1634,"No, indeed, my lord.",,,,
1635,"Infected be the air whereon they ride,",,,,
1636,And damned all those that trust them! I did hear,,,,
1637,The galloping of horse. Who was ’t came by?,,,,
1638,"’Tis two or three, my lord, that bring you word",,,,
1639,Macduff is fled to England.,,,,
1640,Fled to England?,,,,
1641,"Ay, my good lord.",,,,
1642,"Time, thou anticipat’st my dread exploits.",,,,
1643,The flighty purpose never is o’ertook,,,,
1644,Unless the deed go with it. From this moment,,,,
1645,The very firstlings of my heart shall be,,,,
1646,"The firstlings of my hand. And even now,",,,,
1647,"To crown my thoughts with acts, be it thought and",,,,
1648,done:,,,,
1649,"The castle of Macduff I will surprise,",,,,
1650,"Seize upon Fife, give to th’ edge o’ th’ sword",,,,
1651,"His wife, his babes, and all unfortunate souls",,,,
1652,That trace him in his line. No boasting like a fool;,,,,
1653,This deed I’ll do before this purpose cool.,,,,
1654,But no more sights!—Where are these gentlemen?,,,,
1655,Come bring me where they are.,,,,
1656,What had he done to make him fly the land?,,,,
1657,"You must have patience, madam.",,,,
1658,He had none.,,,,
1659,"His flight was madness. When our actions do not,",,,,
1660,Our fears do make us traitors.,,,,
1661,You know not,,,,
1662,Whether it was his wisdom or his fear.,,,,
1663,"Wisdom? To leave his wife, to leave his babes,",,,,
1664,His mansion and his titles in a place,,,,
1665,From whence himself does fly? He loves us not;,,,,
1666,"He wants the natural touch; for the poor wren,",,,,
1667,"The most diminutive of birds, will fight,",,,,
1668,"Her young ones in her nest, against the owl.",,,,
1669,"All is the fear, and nothing is the love,",,,,
1670,"As little is the wisdom, where the flight",,,,
1671,So runs against all reason.,,,,
1672,"My dearest coz,",,,,
1673,"I pray you school yourself. But for your husband,",,,,
1674,"He is noble, wise, judicious, and best knows",,,,
1675,The fits o’ th’ season. I dare not speak much,,,,
1676,further;,,,,
1677,But cruel are the times when we are traitors,,,,
1678,And do not know ourselves; when we hold rumor,,,,
1679,"From what we fear, yet know not what we fear,",,,,
1680,But float upon a wild and violent sea,,,,
1681,Each way and move—I take my leave of you.,,,,
1682,Shall not be long but I’ll be here again.,,,,
1683,Things at the worst will cease or else climb upward,,,,
1684,"To what they were before.—My pretty cousin,",,,,
1685,Blessing upon you.,,,,
1686,"Fathered he is, and yet he’s fatherless.",,,,
1687,"I am so much a fool, should I stay longer",,,,
1688,It would be my disgrace and your discomfort.,,,,
1689,I take my leave at once.,,,,
1690,"Sirrah, your father’s dead.",,,,
1691,And what will you do now? How will you live?,,,,
1692,"As birds do, mother.",,,,
1693,"What, with worms and flies?",,,,
1694,"With what I get, I mean; and so do they.",,,,
1695,"Poor bird, thou ’dst never fear the net nor lime,",,,,
1696,The pitfall nor the gin.,,,,
1697,"Why should I, mother? Poor birds they are not set",,,,
1698,for.,,,,
1699,"My father is not dead, for all your saying.",,,,
1700,"Yes, he is dead. How wilt thou do for a father?",,,,
1701,"Nay, how will you do for a husband?",,,,
1702,"Why, I can buy me twenty at any market.",,,,
1703,Then you’ll buy ’em to sell again.,,,,
1704,"Thou speak’st with all thy wit,",,,,
1705,"And yet, i’ faith, with wit enough for thee.",,,,
1706,"Was my father a traitor, mother?",,,,
1707,"Ay, that he was.",,,,
1708,What is a traitor?,,,,
1709,"Why, one that swears and lies.",,,,
1710,And be all traitors that do so?,,,,
1711,Every one that does so is a traitor,,,,
1712,and must be hanged.,,,,
1713,And must they all be hanged that swear and lie?,,,,
1714,Every one.,,,,
1715,Who must hang them?,,,,
1716,"Why, the honest men.",,,,
1717,"Then the liars and swearers are fools, for there",,,,
1718,are liars and swearers enough to beat the honest,,,,
1719,men and hang up them.,,,,
1720,"Now God help thee, poor monkey! But",,,,
1721,how wilt thou do for a father?,,,,
1722,"If he were dead, you’d weep for him. If you would",,,,
1723,"not, it were a good sign that I should quickly have a",,,,
1724,new father.,,,,
1725,"Poor prattler, how thou talk’st!",,,,
1726,"Bless you, fair dame. I am not to you known,",,,,
1727,Though in your state of honor I am perfect.,,,,
1728,I doubt some danger does approach you nearly.,,,,
1729,"If you will take a homely man’s advice,",,,,
1730,Be not found here. Hence with your little ones!,,,,
1731,To fright you thus methinks I am too savage;,,,,
1732,"To do worse to you were fell cruelty,",,,,
1733,Which is too nigh your person. Heaven preserve,,,,
1734,you!,,,,
1735,I dare abide no longer.,,,,
1736,Whither should I fly?,,,,
1737,I have done no harm. But I remember now,,,,
1738,"I am in this earthly world, where to do harm",,,,
1739,"Is often laudable, to do good sometime",,,,
1740,"Accounted dangerous folly. Why then, alas,",,,,
1741,Do I put up that womanly defense,,,,
1742,To say I have done no harm?,,,,
1743,What are these faces?,,,,
1744,Where is your husband?,,,,
1745,I hope in no place so unsanctified,,,,
1746,Where such as thou mayst find him.,,,,
1747,He’s a traitor.,,,,
1748,"Thou liest, thou shag-eared villain!",,,,
1749,"What, you egg?",,,,
1750,Young fry of treachery!,,,,
1751,He has killed,,,,
1752,"me, mother.",,,,
1753,"Run away, I pray you.",,,,
1754,Let us seek out some desolate shade and there,,,,
1755,Weep our sad bosoms empty.,,,,
1756,Let us rather,,,,
1757,"Hold fast the mortal sword and, like good men,",,,,
1758,Bestride our downfall’n birthdom. Each new morn,,,,
1759,"New widows howl, new orphans cry, new sorrows",,,,
1760,"Strike heaven on the face, that it resounds",,,,
1761,"As if it felt with Scotland, and yelled out",,,,
1762,Like syllable of dolor.,,,,
1763,"What I believe, I’ll wail;",,,,
1764,"What know, believe; and what I can redress,",,,,
1765,"As I shall find the time to friend, I will.",,,,
1766,"What you have spoke, it may be so, perchance.",,,,
1767,"This tyrant, whose sole name blisters our tongues,",,,,
1768,Was once thought honest. You have loved him well.,,,,
1769,"He hath not touched you yet. I am young, but",,,,
1770,something,,,,
1771,"You may deserve of him through me, and wisdom",,,,
1772,"To offer up a weak, poor, innocent lamb",,,,
1773,T’ appease an angry god.,,,,
1774,I am not treacherous.,,,,
1775,But Macbeth is.,,,,
1776,A good and virtuous nature may recoil,,,,
1777,In an imperial charge. But I shall crave your,,,,
1778,pardon.,,,,
1779,"That which you are, my thoughts cannot transpose.",,,,
1780,"Angels are bright still, though the brightest fell.",,,,
1781,Though all things foul would wear the brows of,,,,
1782,"grace,",,,,
1783,Yet grace must still look so.,,,,
1784,I have lost my hopes.,,,,
1785,Perchance even there where I did find my doubts.,,,,
1786,"Why in that rawness left you wife and child,",,,,
1787,"Those precious motives, those strong knots of love,",,,,
1788,"Without leave-taking? I pray you,",,,,
1789,"Let not my jealousies be your dishonors,",,,,
1790,"But mine own safeties. You may be rightly just,",,,,
1791,Whatever I shall think.,,,,
1792,"Bleed, bleed, poor country!",,,,
1793,"Great tyranny, lay thou thy basis sure,",,,,
1794,For goodness dare not check thee. Wear thou thy,,,,
1795,wrongs;,,,,
1796,"The title is affeered.—Fare thee well, lord.",,,,
1797,I would not be the villain that thou think’st,,,,
1798,"For the whole space that’s in the tyrant’s grasp,",,,,
1799,And the rich East to boot.,,,,
1800,Be not offended.,,,,
1801,I speak not as in absolute fear of you.,,,,
1802,I think our country sinks beneath the yoke.,,,,
1803,"It weeps, it bleeds, and each new day a gash",,,,
1804,Is added to her wounds. I think withal,,,,
1805,There would be hands uplifted in my right;,,,,
1806,And here from gracious England have I offer,,,,
1807,"Of goodly thousands. But, for all this,",,,,
1808,When I shall tread upon the tyrant’s head,,,,
1809,"Or wear it on my sword, yet my poor country",,,,
1810,"Shall have more vices than it had before,",,,,
1811,"More suffer, and more sundry ways than ever,",,,,
1812,By him that shall succeed.,,,,
1813,What should he be?,,,,
1814,"It is myself I mean, in whom I know",,,,
1815,All the particulars of vice so grafted,,,,
1816,"That, when they shall be opened, black Macbeth",,,,
1817,"Will seem as pure as snow, and the poor state",,,,
1818,"Esteem him as a lamb, being compared",,,,
1819,With my confineless harms.,,,,
1820,Not in the legions,,,,
1821,Of horrid hell can come a devil more damned,,,,
1822,In evils to top Macbeth.,,,,
1823,"I grant him bloody,",,,,
1824,"Luxurious, avaricious, false, deceitful,",,,,
1825,"Sudden, malicious, smacking of every sin",,,,
1826,"That has a name. But there’s no bottom, none,",,,,
1827,"In my voluptuousness. Your wives, your daughters,",,,,
1828,"Your matrons, and your maids could not fill up",,,,
1829,"The cistern of my lust, and my desire",,,,
1830,All continent impediments would o’erbear,,,,
1831,That did oppose my will. Better Macbeth,,,,
1832,Than such an one to reign.,,,,
1833,Boundless intemperance,,,,
1834,In nature is a tyranny. It hath been,,,,
1835,Th’ untimely emptying of the happy throne,,,,
1836,And fall of many kings. But fear not yet,,,,
1837,To take upon you what is yours. You may,,,,
1838,Convey your pleasures in a spacious plenty,,,,
1839,And yet seem cold—the time you may so hoodwink.,,,,
1840,We have willing dames enough. There cannot be,,,,
1841,That vulture in you to devour so many,,,,
1842,"As will to greatness dedicate themselves,",,,,
1843,Finding it so inclined.,,,,
1844,With this there grows,,,,
1845,In my most ill-composed affection such,,,,
1846,"A stanchless avarice that, were I king,",,,,
1847,"I should cut off the nobles for their lands,",,,,
1848,"Desire his jewels, and this other’s house;",,,,
1849,And my more-having would be as a sauce,,,,
1850,"To make me hunger more, that I should forge",,,,
1851,"Quarrels unjust against the good and loyal,",,,,
1852,Destroying them for wealth.,,,,
1853,This avarice,,,,
1854,"Sticks deeper, grows with more pernicious root",,,,
1855,"Than summer-seeming lust, and it hath been",,,,
1856,The sword of our slain kings. Yet do not fear.,,,,
1857,Scotland hath foisons to fill up your will,,,,
1858,"Of your mere own. All these are portable,",,,,
1859,With other graces weighed.,,,,
1860,"But I have none. The king-becoming graces,",,,,
1861,"As justice, verity, temp’rance, stableness,",,,,
1862,"Bounty, perseverance, mercy, lowliness,",,,,
1863,"Devotion, patience, courage, fortitude,",,,,
1864,I have no relish of them but abound,,,,
1865,"In the division of each several crime,",,,,
1866,"Acting it many ways. Nay, had I power, I should",,,,
1867,"Pour the sweet milk of concord into hell,",,,,
1868,"Uproar the universal peace, confound",,,,
1869,All unity on earth.,,,,
1870,"O Scotland, Scotland!",,,,
1871,"If such a one be fit to govern, speak.",,,,
1872,I am as I have spoken.,,,,
1873,Fit to govern?,,,,
1874,"No, not to live.—O nation miserable,",,,,
1875,"With an untitled tyrant bloody-sceptered,",,,,
1876,"When shalt thou see thy wholesome days again,",,,,
1877,Since that the truest issue of thy throne,,,,
1878,By his own interdiction stands accursed,,,,
1879,And does blaspheme his breed?—Thy royal father,,,,
1880,"Was a most sainted king. The queen that bore thee,",,,,
1881,"Oft’ner upon her knees than on her feet,",,,,
1882,Died every day she lived. Fare thee well.,,,,
1883,These evils thou repeat’st upon thyself,,,,
1884,"Hath banished me from Scotland.—O my breast,",,,,
1885,Thy hope ends here!,,,,
1886,"Macduff, this noble passion,",,,,
1887,"Child of integrity, hath from my soul",,,,
1888,"Wiped the black scruples, reconciled my thoughts",,,,
1889,To thy good truth and honor. Devilish Macbeth,,,,
1890,By many of these trains hath sought to win me,,,,
1891,"Into his power, and modest wisdom plucks me",,,,
1892,From overcredulous haste. But God above,,,,
1893,"Deal between thee and me, for even now",,,,
1894,I put myself to thy direction and,,,,
1895,"Unspeak mine own detraction, here abjure",,,,
1896,The taints and blames I laid upon myself,,,,
1897,For strangers to my nature. I am yet,,,,
1898,"Unknown to woman, never was forsworn,",,,,
1899,"Scarcely have coveted what was mine own,",,,,
1900,"At no time broke my faith, would not betray",,,,
1901,"The devil to his fellow, and delight",,,,
1902,No less in truth than life. My first false speaking,,,,
1903,Was this upon myself. What I am truly,,,,
1904,Is thine and my poor country’s to command—,,,,
1905,"Whither indeed, before thy here-approach,",,,,
1906,"Old Siward with ten thousand warlike men,",,,,
1907,"Already at a point, was setting forth.",,,,
1908,"Now we’ll together, and the chance of goodness",,,,
1909,Be like our warranted quarrel. Why are you silent?,,,,
1910,Such welcome and unwelcome things at once,,,,
1911,’Tis hard to reconcile.,,,,
1912,"Well, more anon.—",,,,
1913,"Comes the King forth, I pray you?",,,,
1914,"Ay, sir. There are a crew of wretched souls",,,,
1915,That stay his cure. Their malady convinces,,,,
1916,"The great assay of art, but at his touch",,,,
1917,(Such sanctity hath heaven given his hand),,,,
1918,They presently amend.,,,,
1919,"I thank you, doctor.",,,,
1920,What’s the disease he means?,,,,
1921,’Tis called the evil:,,,,
1922,"A most miraculous work in this good king,",,,,
1923,Which often since my here-remain in England,,,,
1924,I have seen him do. How he solicits heaven,,,,
1925,"Himself best knows, but strangely visited people",,,,
1926,"All swoll’n and ulcerous, pitiful to the eye,",,,,
1927,"The mere despair of surgery, he cures,",,,,
1928,"Hanging a golden stamp about their necks,",,,,
1929,"Put on with holy prayers; and, ’tis spoken,",,,,
1930,To the succeeding royalty he leaves,,,,
1931,"The healing benediction. With this strange virtue,",,,,
1932,"He hath a heavenly gift of prophecy,",,,,
1933,And sundry blessings hang about his throne,,,,
1934,That speak him full of grace.,,,,
1935,See who comes here.,,,,
1936,"My countryman, but yet I know him not.",,,,
1937,"My ever-gentle cousin, welcome hither.",,,,
1938,I know him now.—Good God betimes remove,,,,
1939,The means that makes us strangers!,,,,
1940,"Sir, amen.",,,,
1941,Stands Scotland where it did?,,,,
1942,"Alas, poor country,",,,,
1943,Almost afraid to know itself. It cannot,,,,
1944,"Be called our mother, but our grave, where nothing",,,,
1945,But who knows nothing is once seen to smile;,,,,
1946,Where sighs and groans and shrieks that rent the air,,,,
1947,"Are made, not marked; where violent sorrow seems",,,,
1948,A modern ecstasy. The dead man’s knell,,,,
1949,"Is there scarce asked for who, and good men’s lives",,,,
1950,"Expire before the flowers in their caps,",,,,
1951,Dying or ere they sicken.,,,,
1952,O relation too nice and yet too true!,,,,
1953,What’s the newest grief?,,,,
1954,That of an hour’s age doth hiss the speaker.,,,,
1955,Each minute teems a new one.,,,,
1956,How does my wife?,,,,
1957,"Why, well.",,,,
1958,And all my children?,,,,
1959,Well too.,,,,
1960,The tyrant has not battered at their peace?,,,,
1961,"No, they were well at peace when I did leave ’em.",,,,
1962,Be not a niggard of your speech. How goes ’t?,,,,
1963,When I came hither to transport the tidings,,,,
1964,"Which I have heavily borne, there ran a rumor",,,,
1965,Of many worthy fellows that were out;,,,,
1966,Which was to my belief witnessed the rather,,,,
1967,For that I saw the tyrant’s power afoot.,,,,
1968,Now is the time of help. Your eye in Scotland,,,,
1969,"Would create soldiers, make our women fight",,,,
1970,To doff their dire distresses.,,,,
1971,Be ’t their comfort,,,,
1972,We are coming thither. Gracious England hath,,,,
1973,Lent us good Siward and ten thousand men;,,,,
1974,An older and a better soldier none,,,,
1975,That Christendom gives out.,,,,
1976,Would I could answer,,,,
1977,This comfort with the like. But I have words,,,,
1978,"That would be howled out in the desert air,",,,,
1979,Where hearing should not latch them.,,,,
1980,What concern,,,,
1981,they—,,,,
1982,"The general cause, or is it a fee-grief",,,,
1983,Due to some single breast?,,,,
1984,No mind that’s honest,,,,
1985,"But in it shares some woe, though the main part",,,,
1986,Pertains to you alone.,,,,
1987,"If it be mine,",,,,
1988,Keep it not from me. Quickly let me have it.,,,,
1989,"Let not your ears despise my tongue forever,",,,,
1990,Which shall possess them with the heaviest sound,,,,
1991,That ever yet they heard.,,,,
1992,Hum! I guess at it.,,,,
1993,"Your castle is surprised, your wife and babes",,,,
1994,Savagely slaughtered. To relate the manner,,,,
1995,Were on the quarry of these murdered deer,,,,
1996,To add the death of you.,,,,
1997,Merciful heaven!—,,,,
1998,"What, man, ne’er pull your hat upon your brows.",,,,
1999,Give sorrow words. The grief that does not speak,,,,
2000,Whispers the o’erfraught heart and bids it break.,,,,
2001,My children too?,,,,
2002,"Wife, children, servants, all that could be found.",,,,
2003,And I must be from thence? My wife killed too?,,,,
2004,I have said.,,,,
2005,Be comforted.,,,,
2006,Let’s make us med’cines of our great revenge,,,,
2007,To cure this deadly grief.,,,,
2008,He has no children. All my pretty ones?,,,,
2009,Did you say all? O hell-kite! All?,,,,
2010,"What, all my pretty chickens and their dam",,,,
2011,At one fell swoop?,,,,
2012,Dispute it like a man.,,,,
