speaker,act,scene,line_number,text
Macbeth,3,1,1042,"Who wrought with them, and all things else that"
Macbeth,3,1,1043,might
Macbeth,3,1,1044,To half a soul and to a notion crazed
Macbeth,3,1,1045,Say Thus did Banquo.
First Murderer,3,1,1046,You made it known to us.
Macbeth,3,1,1047,"I did so, and went further, which is now"
Macbeth,3,1,1048,Our point of second meeting. Do you find
Macbeth,3,1,1049,Your patience so predominant in your nature
Macbeth,3,1,1050,That you can let this go? Are you so gospeled
Macbeth,3,1,1051,"To pray for this good man and for his issue,"
Macbeth,3,1,1052,Whose heavy hand hath bowed you to the grave
Macbeth,3,1,1053,And beggared yours forever?
First Murderer,3,1,1054,"We are men, my liege."
Macbeth,3,1,1055,"Ay, in the catalogue you go for men,"
Macbeth,3,1,1056,"As hounds and greyhounds, mongrels, spaniels,"
Macbeth,3,1,1057,"curs,"
Macbeth,3,1,1058,"Shoughs, water-rugs, and demi-wolves are clept"
Macbeth,3,1,1059,All by the name of dogs. The valued file
Macbeth,3,1,1060,"Distinguishes the swift, the slow, the subtle,"
Macbeth,3,1,1061,"The housekeeper, the hunter, every one"
Macbeth,3,1,1062,According to the gift which bounteous nature
Macbeth,3,1,1063,Hath in him closed; whereby he does receive
Macbeth,3,1,1064,"Particular addition, from the bill"
Macbeth,3,1,1065,That writes them all alike. And so of men.
Macbeth,3,1,1066,"Now, if you have a station in the file,"
Macbeth,3,1,1067,"Not i’ th’ worst rank of manhood, say ’t,"
Macbeth,3,1,1068,And I will put that business in your bosoms
Macbeth,3,1,1069,"Whose execution takes your enemy off,"
Macbeth,3,1,1070,"Grapples you to the heart and love of us,"
Macbeth,3,1,1071,"Who wear our health but sickly in his life,"
Macbeth,3,1,1072,Which in his death were perfect.
Second Murderer,3,1,1073,"I am one, my liege,"
Second Murderer,3,1,1074,Whom the vile blows and buffets of the world
Second Murderer,3,1,1075,Hath so incensed that I am reckless what
Second Murderer,3,1,1076,I do to spite the world.
First Murderer,3,1,1077,And I another
First Murderer,3,1,1078,"So weary with disasters, tugged with fortune,"
First Murderer,3,1,1079,"That I would set my life on any chance,"
First Murderer,3,1,1080,To mend it or be rid on ’t.
Macbeth,3,1,1081,Both of you
Macbeth,3,1,1082,Know Banquo was your enemy.
Second Murderer,3,1,1083,"True, my lord."
Macbeth,3,1,1084,"So is he mine, and in such bloody distance"
Macbeth,3,1,1085,That every minute of his being thrusts
Macbeth,3,1,1086,Against my near’st of life. And though I could
Macbeth,3,1,1087,With barefaced power sweep him from my sight
Macbeth,3,1,1088,"And bid my will avouch it, yet I must not,"
Macbeth,3,1,1089,"For certain friends that are both his and mine,"
Macbeth,3,1,1090,"Whose loves I may not drop, but wail his fall"
Macbeth,3,1,1091,Who I myself struck down. And thence it is
Macbeth,3,1,1092,"That I to your assistance do make love,"
Macbeth,3,1,1093,Masking the business from the common eye
Macbeth,3,1,1094,For sundry weighty reasons.
Second Murderer,3,1,1095,"We shall, my lord,"
Second Murderer,3,1,1096,Perform what you command us.
First Murderer,3,1,1097,Though our lives—
Macbeth,3,1,1098,Your spirits shine through you. Within this hour at
Macbeth,3,1,1099,most
Macbeth,3,1,1100,"I will advise you where to plant yourselves,"
Macbeth,3,1,1101,"Acquaint you with the perfect spy o’ th’ time,"
Macbeth,3,1,1102,"The moment on ’t, for ’t must be done tonight"
Macbeth,3,1,1103,And something from the palace; always thought
Macbeth,3,1,1104,That I require a clearness. And with him
Macbeth,3,1,1105,(To leave no rubs nor botches in the work)
Macbeth,3,1,1106,"Fleance, his son, that keeps him company,"
Macbeth,3,1,1107,Whose absence is no less material to me
Macbeth,3,1,1108,"Than is his father’s, must embrace the fate"
Macbeth,3,1,1109,Of that dark hour. Resolve yourselves apart.
Macbeth,3,1,1110,I’ll come to you anon.
First Murderer,3,1,1111,"We are resolved, my lord."
Macbeth,3,1,1112,I’ll call upon you straight. Abide within.
Macbeth,3,1,1113,"It is concluded. Banquo, thy soul’s flight,"
Macbeth,3,1,1114,"If it find heaven, must find it out tonight."
Lady Macbeth,3,2,1115,Is Banquo gone from court?
Servant,3,2,1116,"Ay, madam, but returns again tonight."
Lady Macbeth,3,2,1117,Say to the King I would attend his leisure
Lady Macbeth,3,2,1118,For a few words.
Servant,3,2,1119,"Madam, I will."
Lady Macbeth,3,2,1120,"Naught’s had, all’s spent,"
Lady Macbeth,3,2,1121,Where our desire is got without content.
Lady Macbeth,3,2,1122,’Tis safer to be that which we destroy
Lady Macbeth,3,2,1123,Than by destruction dwell in doubtful joy.
Lady Macbeth,3,2,1124,"How now, my lord, why do you keep alone,"
Lady Macbeth,3,2,1125,"Of sorriest fancies your companions making,"
Lady Macbeth,3,2,1126,Using those thoughts which should indeed have died
Lady Macbeth,3,2,1127,With them they think on? Things without all remedy
Lady Macbeth,3,2,1128,Should be without regard. What’s done is done.
Macbeth,3,2,1129,"We have scorched the snake, not killed it."
Macbeth,3,2,1130,She’ll close and be herself whilst our poor malice
Macbeth,3,2,1131,Remains in danger of her former tooth.
Macbeth,3,2,1132,"But let the frame of things disjoint, both the worlds"
Macbeth,3,2,1133,"suffer,"
Macbeth,3,2,1134,"Ere we will eat our meal in fear, and sleep"
Macbeth,3,2,1135,In the affliction of these terrible dreams
Macbeth,3,2,1136,"That shake us nightly. Better be with the dead,"
Macbeth,3,2,1137,"Whom we, to gain our peace, have sent to peace,"
Macbeth,3,2,1138,Than on the torture of the mind to lie
Macbeth,3,2,1139,In restless ecstasy. Duncan is in his grave.
Macbeth,3,2,1140,After life’s fitful fever he sleeps well.
Macbeth,3,2,1141,"Treason has done his worst; nor steel nor poison,"
Macbeth,3,2,1142,"Malice domestic, foreign levy, nothing"
Macbeth,3,2,1143,Can touch him further.
Lady Macbeth,3,2,1144,"Come on, gentle my lord,"
Lady Macbeth,3,2,1145,Sleek o’er your rugged looks. Be bright and jovial
Lady Macbeth,3,2,1146,Among your guests tonight.
Macbeth,3,2,1147,"So shall I, love,"
Macbeth,3,2,1148,And so I pray be you. Let your remembrance
Macbeth,3,2,1149,Apply to Banquo; present him eminence
Macbeth,3,2,1150,Both with eye and tongue: unsafe the while that we
Macbeth,3,2,1151,Must lave our honors in these flattering streams
Macbeth,3,2,1152,"And make our faces vizards to our hearts,"
Macbeth,3,2,1153,Disguising what they are.
Lady Macbeth,3,2,1154,You must leave this.
Macbeth,3,2,1155,"O, full of scorpions is my mind, dear wife!"
Macbeth,3,2,1156,Thou know’st that Banquo and his Fleance lives.
Lady Macbeth,3,2,1157,But in them nature’s copy’s not eterne.
Macbeth,3,2,1158,There’s comfort yet; they are assailable.
Macbeth,3,2,1159,Then be thou jocund. Ere the bat hath flown
Macbeth,3,2,1160,"His cloistered flight, ere to black Hecate’s summons"
Macbeth,3,2,1161,The shard-born beetle with his drowsy hums
Macbeth,3,2,1162,"Hath rung night’s yawning peal, there shall be done"
Macbeth,3,2,1163,A deed of dreadful note.
Lady Macbeth,3,2,1164,What’s to be done?
Macbeth,3,2,1165,"Be innocent of the knowledge, dearest chuck,"
Macbeth,3,2,1166,"Till thou applaud the deed.—Come, seeling night,"
Macbeth,3,2,1167,Scarf up the tender eye of pitiful day
Macbeth,3,2,1168,And with thy bloody and invisible hand
Macbeth,3,2,1169,Cancel and tear to pieces that great bond
Macbeth,3,2,1170,"Which keeps me pale. Light thickens, and the crow"
Macbeth,3,2,1171,Makes wing to th’ rooky wood.
Macbeth,3,2,1172,"Good things of day begin to droop and drowse,"
Macbeth,3,2,1173,Whiles night’s black agents to their preys do
Macbeth,3,2,1174,rouse.—
Macbeth,3,2,1175,"Thou marvel’st at my words, but hold thee still."
Macbeth,3,2,1176,Things bad begun make strong themselves by ill.
Macbeth,3,2,1177,So prithee go with me.
First Murderer,3,3,1178,But who did bid thee join with us?
Third Murderer,3,3,1179,Macbeth.
Second Murderer,3,3,1180,"He needs not our mistrust, since he delivers"
Second Murderer,3,3,1181,Our offices and what we have to do
Second Murderer,3,3,1182,To the direction just.
First Murderer,3,3,1183,Then stand with us.—
First Murderer,3,3,1184,The west yet glimmers with some streaks of day.
First Murderer,3,3,1185,Now spurs the lated traveler apace
First Murderer,3,3,1186,"To gain the timely inn, and near approaches"
First Murderer,3,3,1187,The subject of our watch.
Third Murderer,3,3,1188,"Hark, I hear horses."
Banquo,3,3,1189,"Give us a light there, ho!"
Second Murderer,3,3,1190,Then ’tis he. The rest
Second Murderer,3,3,1191,That are within the note of expectation
Second Murderer,3,3,1192,Already are i’ th’ court.
First Murderer,3,3,1193,His horses go about.
Third Murderer,3,3,1194,Almost a mile; but he does usually
Third Murderer,3,3,1195,(So all men do) from hence to th’ palace gate
Third Murderer,3,3,1196,Make it their walk.
Second Murderer,3,3,1197,"A light, a light!"
Third Murderer,3,3,1198,’Tis he.
First Murderer,3,3,1199,Stand to ’t.
Banquo,3,3,1200,It will be rain tonight.
First Murderer,3,3,1201,Let it come down!
Banquo,3,3,1202,"O treachery! Fly, good Fleance, fly, fly, fly!"
Banquo,3,3,1203,Thou mayst revenge—O slave!
Third Murderer,3,3,1204,Who did strike out the light?
First Murderer,3,3,1205,Was ’t not the way?
Third Murderer,3,3,1206,There’s but one down. The son is
Third Murderer,3,3,1207,fled.
Second Murderer,3,3,1208,We have lost best half of our
Second Murderer,3,3,1209,affair.
First Murderer,3,3,1210,"Well, let’s away and say how much is done."
Macbeth,3,4,1211,You know your own degrees; sit down. At first
Macbeth,3,4,1212,"And last, the hearty welcome."
Attendants,3,4,1213,Thanks to your Majesty.
Macbeth,3,4,1214,Ourself will mingle with society
Macbeth,3,4,1215,And play the humble host.
Macbeth,3,4,1216,"Our hostess keeps her state, but in best time"
Macbeth,3,4,1217,We will require her welcome.
Lady Macbeth,3,4,1218,"Pronounce it for me, sir, to all our friends,"
Lady Macbeth,3,4,1219,For my heart speaks they are welcome.
Macbeth,3,4,1220,"See, they encounter thee with their hearts’ thanks."
Macbeth,3,4,1221,Both sides are even. Here I’ll sit i’ th’ midst.
Macbeth,3,4,1222,Be large in mirth. Anon we’ll drink a measure
Macbeth,3,4,1223,The table round. There’s
Macbeth,3,4,1224,blood upon thy face.
First Murderer,3,4,1225,’Tis Banquo’s then.
Macbeth,3,4,1226,’Tis better thee without than he within.
Macbeth,3,4,1227,Is he dispatched?
First Murderer,3,4,1228,"My lord, his throat is cut. That I did for him."
Macbeth,3,4,1229,"Thou art the best o’ th’ cutthroats,"
Macbeth,3,4,1230,Yet he’s good that did the like for Fleance.
Macbeth,3,4,1231,"If thou didst it, thou art the nonpareil."
First Murderer,3,4,1232,"Most royal sir, Fleance is ’scaped."
Macbeth,3,4,1233,"Then comes my fit again. I had else been perfect,"
Macbeth,3,4,1234,"Whole as the marble, founded as the rock,"
Macbeth,3,4,1235,As broad and general as the casing air.
Macbeth,3,4,1236,"But now I am cabined, cribbed, confined, bound in"
Macbeth,3,4,1237,To saucy doubts and fears.—But Banquo’s safe?
First Murderer,3,4,1238,"Ay, my good lord. Safe in a ditch he bides,"
First Murderer,3,4,1239,"With twenty trenchèd gashes on his head,"
First Murderer,3,4,1240,The least a death to nature.
Macbeth,3,4,1241,Thanks for that.
Macbeth,3,4,1242,There the grown serpent lies. The worm that’s fled
Macbeth,3,4,1243,"Hath nature that in time will venom breed,"
Macbeth,3,4,1244,No teeth for th’ present. Get thee gone. Tomorrow
Macbeth,3,4,1245,We’ll hear ourselves again.
Lady Macbeth,3,4,1246,"My royal lord,"
Lady Macbeth,3,4,1247,You do not give the cheer. The feast is sold
Lady Macbeth,3,4,1248,"That is not often vouched, while ’tis a-making,"
Lady Macbeth,3,4,1249,’Tis given with welcome. To feed were best at home;
Lady Macbeth,3,4,1250,"From thence, the sauce to meat is ceremony;"
Lady Macbeth,3,4,1251,Meeting were bare without it.
Macbeth,3,4,1252,Sweet remembrancer!—
Macbeth,3,4,1253,"Now, good digestion wait on appetite"
Macbeth,3,4,1254,And health on both!
Lennox,3,4,1255,May ’t please your Highness sit.
Macbeth,3,4,1256,"Here had we now our country’s honor roofed,"
Macbeth,3,4,1257,"Were the graced person of our Banquo present,"
Macbeth,3,4,1258,Who may I rather challenge for unkindness
Macbeth,3,4,1259,Than pity for mischance.
Ross,3,4,1260,"His absence, sir,"
Ross,3,4,1261,Lays blame upon his promise. Please ’t your
Ross,3,4,1262,Highness
Ross,3,4,1263,To grace us with your royal company?
Macbeth,3,4,1264,The table’s full.
Lennox,3,4,1265,"Here is a place reserved, sir."
Macbeth,3,4,1266,Where?
Lennox,3,4,1267,"Here, my good lord. What is ’t that moves your"
Lennox,3,4,1268,Highness?
Macbeth,3,4,1269,Which of you have done this?
Attendants,3,4,1270,"What, my good lord?"
Macbeth,3,4,1271,Thou canst not say I did it. Never shake
Macbeth,3,4,1272,Thy gory locks at me.
Ross,3,4,1273,"Gentlemen, rise. His Highness is not well."
Lady Macbeth,3,4,1274,"Sit, worthy friends. My lord is often thus"
Lady Macbeth,3,4,1275,"And hath been from his youth. Pray you, keep seat."
Lady Macbeth,3,4,1276,The fit is momentary; upon a thought
Lady Macbeth,3,4,1277,He will again be well. If much you note him
Lady Macbeth,3,4,1278,You shall offend him and extend his passion.
Lady Macbeth,3,4,1279,Feed and regard him not.
Lady Macbeth,3,4,1280,Are you a man?
Macbeth,3,4,1281,"Ay, and a bold one, that dare look on that"
Macbeth,3,4,1282,Which might appall the devil.
Lady Macbeth,3,4,1283,"O, proper stuff!"
Lady Macbeth,3,4,1284,This is the very painting of your fear.
Lady Macbeth,3,4,1285,This is the air-drawn dagger which you said
Lady Macbeth,3,4,1286,"Led you to Duncan. O, these flaws and starts,"
Lady Macbeth,3,4,1287,"Impostors to true fear, would well become"
Lady Macbeth,3,4,1288,"A woman’s story at a winter’s fire,"
Lady Macbeth,3,4,1289,Authorized by her grandam. Shame itself!
Lady Macbeth,3,4,1290,"Why do you make such faces? When all’s done,"
Lady Macbeth,3,4,1291,You look but on a stool.
Macbeth,3,4,1292,"Prithee, see there. Behold, look! Lo,"
Macbeth,3,4,1293,how say you?
Macbeth,3,4,1294,"Why, what care I? If thou canst nod, speak too.—"
Macbeth,3,4,1295,If charnel houses and our graves must send
Macbeth,3,4,1296,"Those that we bury back, our monuments"
Macbeth,3,4,1297,Shall be the maws of kites.
Lady Macbeth,3,4,1298,"What, quite unmanned in folly?"
Macbeth,3,4,1299,"If I stand here, I saw him."
Lady Macbeth,3,4,1300,"Fie, for shame!"
Macbeth,3,4,1301,"Blood hath been shed ere now, i’ th’ olden time,"
Macbeth,3,4,1302,Ere humane statute purged the gentle weal;
Macbeth,3,4,1303,"Ay, and since too, murders have been performed"
Macbeth,3,4,1304,Too terrible for the ear. The time has been
Macbeth,3,4,1305,"That, when the brains were out, the man would die,"
Macbeth,3,4,1306,And there an end. But now they rise again
Macbeth,3,4,1307,With twenty mortal murders on their crowns
Macbeth,3,4,1308,And push us from our stools. This is more strange
Macbeth,3,4,1309,Than such a murder is.
Lady Macbeth,3,4,1310,"My worthy lord,"
Lady Macbeth,3,4,1311,Your noble friends do lack you.
Macbeth,3,4,1312,I do forget.—
Macbeth,3,4,1313,"Do not muse at me, my most worthy friends."
Macbeth,3,4,1314,"I have a strange infirmity, which is nothing"
Macbeth,3,4,1315,"To those that know me. Come, love and health to"
Macbeth,3,4,1316,all.
Macbeth,3,4,1317,Then I’ll sit down.—Give me some wine. Fill full.
Macbeth,3,4,1318,I drink to th’ general joy o’ th’ whole table
Macbeth,3,4,1319,"And to our dear friend Banquo, whom we miss."
Macbeth,3,4,1320,"Would he were here! To all, and him we thirst,"
Macbeth,3,4,1321,And all to all.
Attendants,3,4,1322,"Our duties, and the pledge."
Macbeth,3,4,1323,"Avaunt, and quit my sight! Let the earth hide thee."
Macbeth,3,4,1324,Thy bones are marrowless; thy blood is cold;
Macbeth,3,4,1325,Thou hast no speculation in those eyes
Macbeth,3,4,1326,Which thou dost glare with.
Lady Macbeth,3,4,1327,"Think of this, good"
Lady Macbeth,3,4,1328,"peers,"
Lady Macbeth,3,4,1329,But as a thing of custom. ’Tis no other;
Lady Macbeth,3,4,1330,Only it spoils the pleasure of the time.
Macbeth,3,4,1331,"What man dare, I dare."
Macbeth,3,4,1332,"Approach thou like the rugged Russian bear,"
Macbeth,3,4,1333,"The armed rhinoceros, or th’ Hyrcan tiger;"
Macbeth,3,4,1334,"Take any shape but that, and my firm nerves"
Macbeth,3,4,1335,Shall never tremble. Or be alive again
Macbeth,3,4,1336,And dare me to the desert with thy sword.
Macbeth,3,4,1337,"If trembling I inhabit then, protest me"
Macbeth,3,4,1338,"The baby of a girl. Hence, horrible shadow!"
Macbeth,3,4,1339,"Unreal mock’ry, hence!"
Macbeth,3,4,1340,"Why so, being gone,"
Macbeth,3,4,1341,I am a man again.—Pray you sit still.
Lady Macbeth,3,4,1342,"You have displaced the mirth, broke the good"
Lady Macbeth,3,4,1343,meeting
Lady Macbeth,3,4,1344,With most admired disorder.
Macbeth,3,4,1345,Can such things be
Macbeth,3,4,1346,"And overcome us like a summer’s cloud,"
Macbeth,3,4,1347,Without our special wonder? You make me strange
Macbeth,3,4,1348,Even to the disposition that I owe
Macbeth,3,4,1349,When now I think you can behold such sights
Macbeth,3,4,1350,And keep the natural ruby of your cheeks
Macbeth,3,4,1351,When mine is blanched with fear.
Ross,3,4,1352,"What sights, my"
Ross,3,4,1353,lord?
Lady Macbeth,3,4,1354,"I pray you, speak not. He grows worse and worse."
Lady Macbeth,3,4,1355,"Question enrages him. At once, good night."
Lady Macbeth,3,4,1356,"Stand not upon the order of your going,"
Lady Macbeth,3,4,1357,But go at once.
Lennox,3,4,1358,"Good night, and better health"
Lennox,3,4,1359,Attend his Majesty.
Lady Macbeth,3,4,1360,A kind good night to all.
Macbeth,3,4,1361,"It will have blood, they say; blood will have blood."
Macbeth,3,4,1362,"Stones have been known to move, and trees to"
Macbeth,3,4,1363,speak.
Macbeth,3,4,1364,Augurs and understood relations have
Macbeth,3,4,1365,By maggot pies and choughs and rooks brought
Macbeth,3,4,1366,forth
Macbeth,3,4,1367,The secret’st man of blood.—What is the night?
Lady Macbeth,3,4,1368,"Almost at odds with morning, which is which."
Macbeth,3,4,1369,How say’st thou that Macduff denies his person
Macbeth,3,4,1370,At our great bidding?
Lady Macbeth,3,4,1371,"Did you send to him, sir?"
Macbeth,3,4,1372,I hear it by the way; but I will send.
Macbeth,3,4,1373,There’s not a one of them but in his house
Macbeth,3,4,1374,I keep a servant fee’d. I will tomorrow
Macbeth,3,4,1375,(And betimes I will) to the Weïrd Sisters.
Macbeth,3,4,1376,"More shall they speak, for now I am bent to know"
Macbeth,3,4,1377,"By the worst means the worst. For mine own good,"
Macbeth,3,4,1378,All causes shall give way. I am in blood
Macbeth,3,4,1379,"Stepped in so far that, should I wade no more,"
Macbeth,3,4,1380,Returning were as tedious as go o’er.
Macbeth,3,4,1381,"Strange things I have in head that will to hand,"
Macbeth,3,4,1382,Which must be acted ere they may be scanned.
Lady Macbeth,3,4,1383,"You lack the season of all natures, sleep."
Macbeth,3,4,1384,"Come, we’ll to sleep. My strange and self-abuse"
Macbeth,3,4,1385,Is the initiate fear that wants hard use.
Macbeth,3,4,1386,We are yet but young in deed.
First Witch,3,5,1387,"Why, how now, Hecate? You look angerly."
Hecate,3,5,1388,"Have I not reason, beldams as you are?"
Hecate,3,5,1389,"Saucy and overbold, how did you dare"
Hecate,3,5,1390,To trade and traffic with Macbeth
Hecate,3,5,1391,"In riddles and affairs of death,"
Hecate,3,5,1392,"And I, the mistress of your charms,"
Hecate,3,5,1393,"The close contriver of all harms,"
Hecate,3,5,1394,Was never called to bear my part
Hecate,3,5,1395,Or show the glory of our art?
Hecate,3,5,1396,"And which is worse, all you have done"
Hecate,3,5,1397,"Hath been but for a wayward son,"
Hecate,3,5,1398,"Spiteful and wrathful, who, as others do,"
Hecate,3,5,1399,"Loves for his own ends, not for you."
Hecate,3,5,1400,"But make amends now. Get you gone,"
Hecate,3,5,1401,And at the pit of Acheron
Hecate,3,5,1402,Meet me i’ th’ morning. Thither he
Hecate,3,5,1403,Will come to know his destiny.
Hecate,3,5,1404,"Your vessels and your spells provide,"
Hecate,3,5,1405,Your charms and everything beside.
Hecate,3,5,1406,I am for th’ air. This night I’ll spend
Hecate,3,5,1407,Unto a dismal and a fatal end.
Hecate,3,5,1408,Great business must be wrought ere noon.
Hecate,3,5,1409,Upon the corner of the moon
Hecate,3,5,1410,There hangs a vap’rous drop profound.
Hecate,3,5,1411,"I’ll catch it ere it come to ground,"
Hecate,3,5,1412,"And that, distilled by magic sleights,"
Hecate,3,5,1413,Shall raise such artificial sprites
Hecate,3,5,1414,As by the strength of their illusion
Hecate,3,5,1415,Shall draw him on to his confusion.
Hecate,3,5,1416,"He shall spurn fate, scorn death, and bear"
Hecate,3,5,1417,"His hopes ’bove wisdom, grace, and fear."
Hecate,3,5,1418,"And you all know, security"
Hecate,3,5,1419,Is mortals’ chiefest enemy.
Hecate,3,5,1420,"Hark! I am called. My little spirit, see,"
Hecate,3,5,1421,Sits in a foggy cloud and stays for me.
First Witch,3,5,1422,"Come, let’s make haste. She’ll soon be back again."
Lennox,3,6,1423,"My former speeches have but hit your thoughts,"
Lennox,3,6,1424,Which can interpret farther. Only I say
Lennox,3,6,1425,Things have been strangely borne. The gracious
Lennox,3,6,1426,Duncan
Lennox,3,6,1427,"Was pitied of Macbeth; marry, he was dead."
Lennox,3,6,1428,"And the right valiant Banquo walked too late,"
Lennox,3,6,1429,"Whom you may say, if ’t please you, Fleance killed,"
Lennox,3,6,1430,For Fleance fled. Men must not walk too late.
Lennox,3,6,1431,Who cannot want the thought how monstrous
Lennox,3,6,1432,It was for Malcolm and for Donalbain
Lennox,3,6,1433,"To kill their gracious father? Damnèd fact,"
Lennox,3,6,1434,How it did grieve Macbeth! Did he not straight
Lennox,3,6,1435,In pious rage the two delinquents tear
Lennox,3,6,1436,That were the slaves of drink and thralls of sleep?
Lennox,3,6,1437,"Was not that nobly done? Ay, and wisely, too,"
Lennox,3,6,1438,For ’twould have angered any heart alive
Lennox,3,6,1439,To hear the men deny ’t. So that I say
Lennox,3,6,1440,He has borne all things well. And I do think
Lennox,3,6,1441,That had he Duncan’s sons under his key
Lennox,3,6,1442,"(As, an ’t please heaven, he shall not) they should"
Lennox,3,6,1443,find
Lennox,3,6,1444,What ’twere to kill a father. So should Fleance.
Lennox,3,6,1445,"But peace. For from broad words, and ’cause he"
Lennox,3,6,1446,failed
Lennox,3,6,1447,"His presence at the tyrant’s feast, I hear"
Lennox,3,6,1448,"Macduff lives in disgrace. Sir, can you tell"
Lennox,3,6,1449,Where he bestows himself?
Lord,3,6,1450,The son of Duncan
Lord,3,6,1451,(From whom this tyrant holds the due of birth)
Lord,3,6,1452,Lives in the English court and is received
Lord,3,6,1453,Of the most pious Edward with such grace
Lord,3,6,1454,That the malevolence of fortune nothing
Lord,3,6,1455,Takes from his high respect. Thither Macduff
Lord,3,6,1456,Is gone to pray the holy king upon his aid
Lord,3,6,1457,To wake Northumberland and warlike Siward
Lord,3,6,1458,"That, by the help of these (with Him above"
Lord,3,6,1459,"To ratify the work), we may again"
Lord,3,6,1460,"Give to our tables meat, sleep to our nights,"
Lord,3,6,1461,"Free from our feasts and banquets bloody knives,"
Lord,3,6,1462,"Do faithful homage, and receive free honors,"
Lord,3,6,1463,All which we pine for now. And this report
Lord,3,6,1464,Hath so exasperate the King that he
Lord,3,6,1465,Prepares for some attempt of war.
Lennox,3,6,1466,Sent he to Macduff?
Lord,3,6,1467,"He did, and with an absolute Sir, not I,"
Lord,3,6,1468,The cloudy messenger turns me his back
Lord,3,6,1469,"And hums, as who should say You’ll rue the time"
Lord,3,6,1470,That clogs me with this answer.
Lennox,3,6,1471,And that well might
Lennox,3,6,1472,Advise him to a caution t’ hold what distance
Lennox,3,6,1473,His wisdom can provide. Some holy angel
Lennox,3,6,1474,Fly to the court of England and unfold
Lennox,3,6,1475,"His message ere he come, that a swift blessing"
Lennox,3,6,1476,May soon return to this our suffering country
Lennox,3,6,1477,Under a hand accursed.
Lord,3,6,1478,I’ll send my prayers with him.
First Witch,4,1,1479,Thrice the brinded cat hath mewed.
Second Witch,4,1,1480,"Thrice, and once the hedge-pig whined."
Third Witch,4,1,1481,"Harpier cries ’Tis time, ’tis time!"
First Witch,4,1,1482,Round about the cauldron go;
First Witch,4,1,1483,In the poisoned entrails throw.
First Witch,4,1,1484,"Toad, that under cold stone"
First Witch,4,1,1485,Days and nights has thirty-one
First Witch,4,1,1486,"Sweltered venom sleeping got,"
First Witch,4,1,1487,Boil thou first i’ th’ charmèd pot.
First Witch,4,1,1488,"Double, double toil and trouble;"
Third Witch,4,1,1489,"Fire burn, and cauldron bubble."
Second Witch,4,1,1490,Fillet of a fenny snake
Second Witch,4,1,1491,In the cauldron boil and bake.
Second Witch,4,1,1492,"Eye of newt and toe of frog,"
Second Witch,4,1,1493,"Wool of bat and tongue of dog,"
Second Witch,4,1,1494,"Adder’s fork and blindworm’s sting,"
Second Witch,4,1,1495,"Lizard’s leg and howlet’s wing,"
Second Witch,4,1,1496,"For a charm of powerful trouble,"
Second Witch,4,1,1497,Like a hell-broth boil and bubble.
Second Witch,4,1,1498,"Double, double toil and trouble;"
First Witch,4,1,1499,"Fire burn, and cauldron bubble."
Third Witch,4,1,1500,"Scale of dragon, tooth of wolf,"
Third Witch,4,1,1501,"Witch’s mummy, maw and gulf"
Third Witch,4,1,1502,"Of the ravined salt-sea shark,"
Third Witch,4,1,1503,"Root of hemlock digged i’ th’ dark,"
Third Witch,4,1,1504,"Liver of blaspheming Jew,"
Third Witch,4,1,1505,Gall of goat and slips of yew
Third Witch,4,1,1506,"Slivered in the moon’s eclipse,"
Third Witch,4,1,1507,"Nose of Turk and Tartar’s lips,"
Third Witch,4,1,1508,Finger of birth-strangled babe
Third Witch,4,1,1509,"Ditch-delivered by a drab,"
Third Witch,4,1,1510,Make the gruel thick and slab.
Third Witch,4,1,1511,Add thereto a tiger’s chaudron
Third Witch,4,1,1512,For th’ ingredience of our cauldron.
First Witch,4,1,1513,"Double, double toil and trouble;"
First Witch,4,1,1514,"Fire burn, and cauldron bubble."
Second Witch,4,1,1515,Cool it with a baboon’s blood.
Second Witch,4,1,1516,Then the charm is firm and good.
Hecate,4,1,1517,"O, well done! I commend your pains,"
Hecate,4,1,1518,And everyone shall share i’ th’ gains.
Hecate,4,1,1519,And now about the cauldron sing
Hecate,4,1,1520,"Like elves and fairies in a ring,"
Hecate,4,1,1521,Enchanting all that you put in.
Second Witch,4,1,1522,"By the pricking of my thumbs,"
Second Witch,4,1,1523,Something wicked this way comes.
Second Witch,4,1,1524,"Open, locks,"
Second Witch,4,1,1525,Whoever knocks.
Macbeth,4,1,1526,"How now, you secret, black, and midnight hags?"
Macbeth,4,1,1527,What is ’t you do?
Second Witch,4,1,1528,A deed without a name.
Macbeth,4,1,1529,I conjure you by that which you profess
Macbeth,4,1,1530,"(Howe’er you come to know it), answer me."
Macbeth,4,1,1531,Though you untie the winds and let them fight
Macbeth,4,1,1532,"Against the churches, though the yeasty waves"
Macbeth,4,1,1533,"Confound and swallow navigation up,"
Macbeth,4,1,1534,Though bladed corn be lodged and trees blown
Macbeth,4,1,1535,"down,"
Macbeth,4,1,1536,"Though castles topple on their warders’ heads,"
Macbeth,4,1,1537,Though palaces and pyramids do slope
Macbeth,4,1,1538,"Their heads to their foundations, though the"
Macbeth,4,1,1539,treasure
Macbeth,4,1,1540,Of nature’s germens tumble all together
Macbeth,4,1,1541,"Even till destruction sicken, answer me"
Macbeth,4,1,1542,To what I ask you.
First Witch,4,1,1543,Speak.
Second Witch,4,1,1544,Demand.
Third Witch,4,1,1545,We’ll answer.
First Witch,4,1,1546,Say if th’ hadst rather hear it from our mouths
